category,brand,model,price,image_url,image_file,source_name,source_url,detail_url,ram,storage,processor,display,gpu,battery,camera,os,id,usage,price_text
Laptop,Dell,"Dell NB Vostro 3510 i3-1115G4 | 15.6"" HD | i3-1115G4 | UHD Graphics | 8GB RAM | 1TB HDD + 128GB SSD | WIN 10",7000.0,,,GigaHertz All Laptops,https://www.gigahertz.com.ph/collections/all-laptops?page=2,https://www.gigahertz.com.ph/collections/all-laptops?page=2,8GB RAM,1TB HDD,,,UHD Graphics,,,WIN 10,764,,
Laptop,Dell,Dell Dell XPS 16 9640 (Platinum) 16.3inch FHD | Intel Core Ultra 7 155H | 16GB RAM | 512GB SSD | Intel Arc Graphics | WIN11,7000.0,https://shop.villman.com/cdn/shop/files/Dell-xps-16-9640-JPEG-1_{width}x.jpg?v=1757150335,,VillMan Shop New Models,https://shop.villman.com/collections/new-models?page=2,https://shop.villman.com/products/dell-xps-16-9640-platinum-16-3inch-fhd-intel-core-ultra-7-155h-16gb-ram-512gb-ssd-intel-arc-graphics-win11,16GB RAM,512GB SSD,Intel Core Ultra 7 155H,16.3inch | FHD,Intel Arc Graphics,,,WIN11,765,,
Laptop,Dell,"Dell Inspiron 3501 | 15.6"" FHD | i3-1125G4 | UHD Graphics | 8GB RAM | 512GB SSD | WIN 10",8000.0,,,GigaHertz All Laptops,https://www.gigahertz.com.ph/collections/all-laptops?page=3,https://www.gigahertz.com.ph/collections/all-laptops?page=3,8GB RAM,512GB SSD,,FHD,UHD Graphics,,,WIN 10,766,,
Laptop,Dell,"Dell Vostro 14 NB3400 i3-1115G4 | 14"" FHD | i3-1115G4 | UHD Graphics | 8GB RAM | 256GB SSD / 1TB + 256GB SSD | WIN 10",8500.0,,,GigaHertz All Laptops,https://www.gigahertz.com.ph/collections/all-laptops?page=2,https://www.gigahertz.com.ph/collections/all-laptops?page=2,8GB RAM,1TB,,FHD,UHD Graphics,,,WIN 10,767,,
Laptop,Dell,Dell Dell Gaming G15 5530 (Dark Shadow Gray) 15.6inch FHD 165Hz | Intel Core i9-13900HX | 16GB RAM | 1TB SSD | NVIDIA GeForce RTX 4060 8GB | Windows 11 Home,8500.0,https://shop.villman.com/cdn/shop/files/471542003_987684496717953_3608012139733748463_n_{width}x.jpg?v=1736255685,,VillMan Shop New Models,https://shop.villman.com/collections/new-models?page=2,https://shop.villman.com/products/dell-g15-5530-i9-13900hx-16gb-1tb-rtx4060,16GB RAM,1TB SSD,Intel Core i9-13900HX,15.6inch | FHD | 165Hz,NVIDIA GeForce RTX 4060 8GB,,,Windows 11 Home,768,,
Laptop,Dell,"Dell Inspiron 3511 | 15.6"" FHD | i3-1115G4 | UHD Graphics | 8GB RAM | 128GB SSD + 1TB HDD / 256GB SSD + 1TB HDD| WIN 10 / 11",9000.0,,,GigaHertz All Laptops,https://www.gigahertz.com.ph/collections/all-laptops,https://www.gigahertz.com.ph/collections/all-laptops,8GB RAM,1TB HDD,,FHD,UHD Graphics,,,WIN 10,769,,
Laptop,Dell,"Dell Inspiron 3501 | 15.6"" FHD | i3-1125G4 | UHD Graphics | 8GB RAM | 512GB SSD | WIN 10",24999.0,,,GigaHertz All Laptops,https://www.gigahertz.com.ph/collections/all-laptops?page=3,https://www.gigahertz.com.ph/collections/all-laptops?page=3,8GB RAM,512GB SSD,,FHD,UHD Graphics,,,WIN 10,770,,
Laptop,Dell,"Dell Inspiron 3511 | 15.6"" FHD | i3-1115G4 | UHD Graphics | 8GB RAM | 128GB SSD + 1TB HDD / 256GB SSD + 1TB HDD| WIN 10 / 11",25999.0,,,GigaHertz All Laptops,https://www.gigahertz.com.ph/collections/all-laptops,https://www.gigahertz.com.ph/collections/all-laptops,8GB RAM,1TB HDD,,FHD,UHD Graphics,,,WIN 10,771,,
Laptop,Dell,"Dell Inspiron 3511 i3-1115G4 | 15.6"" FHD | i3-1115G4 | UHD Graphics | 8GB RAM | 256GB SSD | WIN 10 / WIN 11",26999.0,https://www.gigahertz.com.ph/cdn/shop/files/2026-04-07-JC_LAP-DELLINSPIRON3511i3-1115G4256GBSSD8GBWIN11SILVER_S1.jpg?v=1776222152&width=1600,C:\Users\maher\OneDrive\Desktop\find_my_gadget\gadget_images\Laptop_Dell_Dell_Inspiron_3511_i3-1115G4_15_6_FHD_i3-1115G4_UHD_Graphics_8GB_RAM_256GB_SSD_W_2522e13b9e.jpg,GigaHertz All Laptops,https://www.gigahertz.com.ph/collections/all-laptops?page=2,https://www.gigahertz.com.ph/products/dell-inspiron-3511-i3-1115g4-256gb-ssd-8gb-laptop,8GB RAM,256GB SSD,,00 In | FHD,UHD Graphics,,,WIN 11,772,,
Laptop,Dell,"Dell NB Vostro 3510 i3-1115G4 | 15.6"" HD | i3-1115G4 | UHD Graphics | 8GB RAM | 1TB HDD + 128GB SSD | WIN 10",28999.0,,,GigaHertz All Laptops,https://www.gigahertz.com.ph/collections/all-laptops?page=2,https://www.gigahertz.com.ph/collections/all-laptops?page=2,8GB RAM,1TB HDD,,,UHD Graphics,,,WIN 10,773,,
Laptop,Dell,"Dell Inspiron 3501 | 15.6"" FHD | i3-1125G4 | UHD Graphics | 8GB RAM | 512GB SSD | WIN 10",29999.0,,,GigaHertz All Laptops,https://www.gigahertz.com.ph/collections/all-laptops?page=3,https://www.gigahertz.com.ph/collections/all-laptops?page=3,8GB RAM,512GB SSD,,FHD,UHD Graphics,,,WIN 10,774,,
Laptop,Dell,"Dell Inspiron 3511 | 15.6"" FHD | i3-1115G4 | UHD Graphics | 8GB RAM | 128GB SSD + 1TB HDD / 256GB SSD + 1TB HDD| WIN 10 / 11",30999.0,,,GigaHertz All Laptops,https://www.gigahertz.com.ph/collections/all-laptops,https://www.gigahertz.com.ph/collections/all-laptops,8GB RAM,1TB HDD,,FHD,UHD Graphics,,,WIN 10,775,,
Laptop,Dell,"Dell Vostro 14 NB3400 i3-1115G4 | 14"" FHD | i3-1115G4 | UHD Graphics | 8GB RAM | 256GB SSD / 1TB + 256GB SSD | WIN 10",30999.0,https://www.gigahertz.com.ph/cdn/shop/files/2026-04-07-JC_LAP-DELLVOSTRONB3400i3-1115G41TB_256GBSSD8GBWIN10BLACK.jpg?v=1776222238&width=1600,C:\Users\maher\OneDrive\Desktop\find_my_gadget\gadget_images\Laptop_Dell_Dell_Vostro_14_NB3400_i3-1115G4_14_FHD_i3-1115G4_UHD_Graphics_8GB_RAM_256GB_SSD__f4955dc7e4.jpg,GigaHertz All Laptops,https://www.gigahertz.com.ph/collections/all-laptops?page=2,https://www.gigahertz.com.ph/products/dell-vostro-14-nb3400-i3-1115g4-1tb-256gb,8GB RAM,1TB,,00 In | FHD,UHD Graphics,,,WIN 10,776,,
Laptop,Dell,"Dell Inspiron 3511 i3-1115G4 | 15.6"" FHD | i3-1115G4 | UHD Graphics | 8GB RAM | 256GB SSD | WIN 10 / WIN 11",30999.0,,,GigaHertz All Laptops,https://www.gigahertz.com.ph/collections/all-laptops?page=2,https://www.gigahertz.com.ph/collections/all-laptops?page=2,8GB RAM,256GB SSD,,FHD,UHD Graphics,,,WIN 11,777,,
Laptop,Dell,"Dell NB Vostro 3510 i3-1115G4 | 15.6"" HD | i3-1115G4 | UHD Graphics | 8GB RAM | 1TB HDD + 128GB SSD | WIN 10",33999.0,,,GigaHertz All Laptops,https://www.gigahertz.com.ph/collections/all-laptops?page=2,https://www.gigahertz.com.ph/collections/all-laptops?page=2,8GB RAM,1TB HDD,,,UHD Graphics,,,WIN 10,778,,
Laptop,Dell,"Dell Vostro 14 NB3400 i3-1115G4 | 14"" FHD | i3-1115G4 | UHD Graphics | 8GB RAM | 256GB SSD / 1TB + 256GB SSD | WIN 10",34999.0,,,GigaHertz All Laptops,https://www.gigahertz.com.ph/collections/all-laptops?page=2,https://www.gigahertz.com.ph/collections/all-laptops?page=2,8GB RAM,1TB,,FHD,UHD Graphics,,,WIN 10,779,,
Laptop,Dell,DELL Inspiron 15 3520-I51235U Intel® Core™ i5 Laptop (Platinum Silver),38990.0,,,PC Express Laptops,https://pcx.com.ph/collections/laptops,https://pcx.com.ph/collections/laptops,,,,,,,,,780,,
Laptop,Dell,Dell 15 DC15250,38999.0,,,Laptop Factory Mainstream Laptops,https://laptopfactory.com.ph/product-category/mainstream-laptops/page/2/,https://laptopfactory.com.ph/product/dell-15-dc15250/,,,,,,,,,781,,
Laptop,Dell,DELL Inspiron 15 3530-I51334U Intel® Core™ I5 Laptop (Platinum Silver),39990.0,,,PC Express Laptops,https://pcx.com.ph/collections/laptops,https://pcx.com.ph/collections/laptops,,,,,,,,,782,,
Laptop,Dell,DELL Inspiron 15 3530-I51335U Intel® Core™ i5 Laptop (Platinum Silver),42990.0,,,PC Express Laptops,https://pcx.com.ph/collections/laptops,https://pcx.com.ph/collections/laptops,,,,,,,,,783,,
Laptop,Dell,DELL 15 DC15250 Intel® Core™ i5 Laptop (Black),51990.0,,,PC Express Laptops,https://pcx.com.ph/collections/laptops?page=2,https://pcx.com.ph/collections/laptops?page=2,,,,,,,,,784,,
Laptop,Dell,DELL 15 DC15255 AMD Ryzen™ 5 Laptop (Black),51990.0,,,PC Express Laptops,https://pcx.com.ph/collections/laptops?page=2,https://pcx.com.ph/collections/laptops?page=2,,,,,,,,,785,,
Laptop,Dell,DELL Inspiron 15 3520-I71255U 16GB/512GB Intel® Core™ i7 Laptop (Platinum Silver),52990.0,,,PC Express Laptops,https://pcx.com.ph/collections/laptops,https://pcx.com.ph/collections/laptops,16GB,512GB,,,,,,,786,,
Laptop,Dell,Dell Dell 15 DC15250 | Intel Core i5-1334U | 15.6 FHD 120Hz | 16GB DDR4 | 512GB NVMe SSD | Intel Iris Xe | Windows 11 Home,53990.0,https://shop.villman.com/cdn/shop/files/laptop-dell-dc15250nt-bk-plastic-gallery-1-ezgif.com-webp-to-png-converter_4e9ca13d-618d-45ec-9664-579350070204_{width}x.png?v=1770096871,,VillMan Shop New Models,https://shop.villman.com/collections/new-models?page=2,https://shop.villman.com/products/dell-15-dc15250-intel-core-i5-1334u-15-6-fhd-120hz-16gb-ddr4-512gb-nvme-ssd-intel-iris-xe-windows-11-home,16GB DDR4,512GB NVMe,Intel Core i5-1334U,FHD | 120Hz,Intel Iris Xe,,,Windows 11 Home,787,,
Laptop,Dell,Dell 15 DC15250 | Intel Core i5-1334U | 15.6 FHD 120Hz | 16GB DDR4 | 512GB NVMe SSD | Intel Iris Xe | Windows 11 Home,53990.0,,,VillMan Shop New Models,https://shop.villman.com/collections/new-models?page=2,https://shop.villman.com/collections/new-models?page=2,16GB DDR4,512GB NVMe,Intel Core i5-1334U,FHD | 120Hz,Intel Iris Xe,,,Windows 11 Home,788,,
Laptop,Dell,Dell 15 DC15250 | Intel Core i5-1334U | 15.6 FHD 120Hz | 16GB DDR4 | 512GB NVMe SSD | Intel Iris Xe | Windows 11 Home,54990.0,,,VillMan Shop New Models,https://shop.villman.com/collections/new-models?page=2,https://shop.villman.com/collections/new-models?page=2,16GB DDR4,512GB NVMe,Intel Core i5-1334U,FHD | 120Hz,Intel Iris Xe,,,Windows 11 Home,789,,
Laptop,Dell,DELL Inspiron 15 3530-I71355U Intel® Core™ i7 Laptop (Platinum Silver),56990.0,,,PC Express Laptops,https://pcx.com.ph/collections/laptops,https://pcx.com.ph/collections/laptops,,,,,,,,,790,,
Laptop,Dell,Dell Dell Latitude 5455 | Snapdragon X Plus | 14in FHD+ | 16GB LPDDR5 | 512GB SSD | Adreno 740 | Win11 ARM Pro,56990.0,https://shop.villman.com/cdn/shop/files/notebook-latitude-14-5455-gray-gallery-2_{width}x.webp?v=1765178657,,VillMan Shop New Models,https://shop.villman.com/collections/new-models?page=2,https://shop.villman.com/products/dell-latitude-5455-snapdragon-x-plus-14in-fhd-16gb-lpddr5-512gb-ssd-adreno-740-win11-arm-pro,16GB LPDDR5,512GB SSD,Snapdragon X Plus,14in | FHD,Adreno 740,,,Win11,791,,
Laptop,Dell,Dell Latitude 5455 | Snapdragon X Plus | 14in FHD+ | 16GB LPDDR5 | 512GB SSD | Adreno 740 | Win11 ARM Pro,56990.0,,,VillMan Shop New Models,https://shop.villman.com/collections/new-models?page=2,https://shop.villman.com/collections/new-models?page=2,16GB LPDDR5,512GB SSD,Snapdragon X Plus,14in | FHD,Adreno 740,,,Win11,792,,
Laptop,Dell,Dell Dell 14 DC14250 | Intel Core 5 120U | 14.0in FHD+ IPS | 16GB DDR5 | 512GB SSD | Intel Graphics | Windows 11 Home,59490.0,https://shop.villman.com/cdn/shop/files/DC14250CB_{width}x.png?v=1770103849,,VillMan Shop New Models,https://shop.villman.com/collections/new-models,https://shop.villman.com/products/dell-14-dc14250-intel-core-5-120u-14-0in-fhd-ips-16gb-ddr5-512gb-ssd-intel-graphics-windows-11-home,16GB DDR5,512GB SSD,Intel Core 5 120U,14.0in | IPS | FHD,,,,Windows 11 Home,793,,
Laptop,Dell,Dell 14 DC14250 | Intel Core 5 120U | 14.0in FHD+ IPS | 16GB DDR5 | 512GB SSD | Intel Graphics | Windows 11 Home,59490.0,,,VillMan Shop New Models,https://shop.villman.com/collections/new-models,https://shop.villman.com/collections/new-models,16GB DDR5,512GB SSD,Intel Core 5 120U,14.0in | IPS | FHD,,,,Windows 11 Home,794,,
Laptop,Dell,DELL 15 DC15255 AMD Ryzen™ 7 Laptop (Platinum Silver),65990.0,,,PC Express Laptops,https://pcx.com.ph/collections/laptops?page=2,https://pcx.com.ph/collections/laptops?page=2,,,,,,,,,795,,
Laptop,Dell,Dell Dell Inspiron 5440 - Ice Blue 14.0inch FHD 250nits | Intel Core 7 150U | 16GB RAM | 1TB SSD | Intel Graphics | Windows 11 Home,65990.0,https://shop.villman.com/cdn/shop/files/download_7_36568a7e-71ab-4646-8125-241c99b012ca_{width}x.png?v=1715669544,,VillMan Shop New Models,https://shop.villman.com/collections/new-models,https://shop.villman.com/products/dell-inspiron-5440-ice-blue-14-0inch-fhd-250nits-intel-core-7-150u-16gb-ram-1tb-ssd-intel-graphics-win11,16GB RAM,1TB SSD,Intel Core 7 150U,14.0inch | FHD,,,,Windows 11 Home,796,,
Laptop,Dell,Dell Inspiron 5440 - Ice Blue 14.0inch FHD 250nits | Intel Core 7 150U | 16GB RAM | 1TB SSD | Intel Graphics | Windows 11 Home,65990.0,,,VillMan Shop New Models,https://shop.villman.com/collections/new-models,https://shop.villman.com/collections/new-models,16GB RAM,1TB SSD,Intel Core 7 150U,14.0inch | FHD,,,,Windows 11 Home,797,,
Laptop,Dell,Dell Dell G15 5530 (Dark SGray) 15.6inch FHD 120Hz | Intel Core i5-13450HX | 8GB RAM | 512GB SSD | NVIDIA GeForce RTX 3050 6GB | Windows 11 Home,67990.0,https://shop.villman.com/cdn/shop/files/mini_magick20231207-9773-qe8vrv_{width}x.jpg?v=1701925755,,VillMan Shop New Models,https://shop.villman.com/collections/new-models?page=2,https://shop.villman.com/products/dell-g15-5530-dark-sgray,8GB RAM,512GB SSD,Intel Core i5-13450HX,15.6inch | FHD | 120Hz,NVIDIA GeForce RTX 3050 6GB,,,Windows 11 Home,798,,
Laptop,Dell,Dell G15 5530 (Dark SGray) 15.6inch FHD 120Hz | Intel Core i5-13450HX | 8GB RAM | 512GB SSD | NVIDIA GeForce RTX 3050 6GB | Windows 11 Home,67990.0,,,VillMan Shop New Models,https://shop.villman.com/collections/new-models?page=2,https://shop.villman.com/collections/new-models?page=2,8GB RAM,512GB SSD,Intel Core i5-13450HX,15.6inch | FHD | 120Hz,NVIDIA GeForce RTX 3050 6GB,,,Windows 11 Home,799,,
Laptop,Dell,Dell Inspiron 5440 - Ice Blue 14.0inch FHD 250nits | Intel Core 7 150U | 16GB RAM | 1TB SSD | Intel Graphics | Windows 11 Home,68990.0,,,VillMan Shop New Models,https://shop.villman.com/collections/new-models,https://shop.villman.com/collections/new-models,16GB RAM,1TB SSD,Intel Core 7 150U,14.0inch | FHD,,,,Windows 11 Home,800,,
Laptop,Dell,DELL Inspiron 14 5440 Intel® Core™ 7 Laptop (Ice Blue),69990.0,,,PC Express Laptops,https://pcx.com.ph/collections/laptops?page=2,https://pcx.com.ph/collections/laptops?page=2,,,,,,,,,801,,
Laptop,Dell,Dell G15 5530 (Dark SGray) 15.6inch FHD 120Hz | Intel Core i5-13450HX | 8GB RAM | 512GB SSD | NVIDIA GeForce RTX 3050 6GB | Windows 11 Home,70990.0,,,VillMan Shop New Models,https://shop.villman.com/collections/new-models?page=2,https://shop.villman.com/collections/new-models?page=2,8GB RAM,512GB SSD,Intel Core i5-13450HX,15.6inch | FHD | 120Hz,NVIDIA GeForce RTX 3050 6GB,,,Windows 11 Home,802,,
Laptop,Dell,DELL 15 DC15250 Intel® Core™ i7 Laptop (Black),71990.0,,,PC Express Laptops,https://pcx.com.ph/collections/laptops?page=2,https://pcx.com.ph/collections/laptops?page=2,,,,,,,,,803,,
Laptop,Dell,Dell Dell Latitude 7455 | Snapdragon X Plus |14in QHD+ Touch | 16GB LPDDR5 | 1TB SSD | Adreno 740 | Win11 ARM Pro,71990.0,https://shop.villman.com/cdn/shop/files/laptop-latitude-7455t-gray-wlan-gallery-2_{width}x.webp?v=1765177788,,VillMan Shop New Models,https://shop.villman.com/collections/new-models?page=2,https://shop.villman.com/products/dell-latitude-7455-snapdragon-x-plus-14in-qhd-touch-16gb-lpddr5-1tb-ssd-adreno-740-win11-arm-pro,16GB LPDDR5,1TB SSD,Snapdragon X Plus,14in | QHD,Adreno 740,,,Win11,804,,
Laptop,Dell,Dell Latitude 7455 | Snapdragon X Plus |14in QHD+ Touch | 16GB LPDDR5 | 1TB SSD | Adreno 740 | Win11 ARM Pro,71990.0,,,VillMan Shop New Models,https://shop.villman.com/collections/new-models?page=2,https://shop.villman.com/collections/new-models?page=2,16GB LPDDR5,1TB SSD,Snapdragon X Plus,14in | QHD,Adreno 740,,,Win11,805,,
Laptop,Dell,DELL Alienware 16 Aurora (AC16250-C7240H-16) GeForce RTX™ 4050 Intel® Core™ 7 Laptop (Black),92490.0,,,PC Express Laptops,https://pcx.com.ph/collections/laptops,https://pcx.com.ph/collections/laptops,,,,,,,,,806,,
Laptop,Dell,"Dell XPS 13 9345 13.4"" Laptop [Customize to Order][Snapdragon X Elite][Qualcomm Adreno]",98900.0,https://benstore.com.ph/34500-home_default/dell-xps-13-9345-134-laptop-customize-to-order-snapdragon-x-elite-qualcomm-adreno-.jpg,C:\Users\maher\OneDrive\Desktop\find_my_gadget\gadget_images\Laptop_Dell_Dell_XPS_13_9345_13_4_Laptop_Customize_to_Order_Snapdragon_X_Elite_Qualcomm_Adre_faa949a94b.jpg,Benstore Laptops,https://benstore.com.ph/327-laptops?page=6,https://benstore.com.ph/327-laptops?page=6,,,Snapdragon X Elite,,Adreno,,,,807,,
Laptop,Dell,DELL Alienware 16 Aurora (AC16250-C7240H-16) GeForce RTX™ 5060 Intel® Core™ 7 Laptop (Black),99990.0,,,PC Express Laptops,https://pcx.com.ph/collections/laptops,https://pcx.com.ph/collections/laptops,,,,,,,,,808,,
Laptop,Dell,Dell Gaming G15 5530 (Dark Shadow Gray) 15.6inch FHD 165Hz | Intel Core i7-13650HX | 16GB RAM | 1TB SSD | NVIDIA GeForce RTX 4060 8GB | Windows 11 Home,103990.0,,,VillMan Shop New Models,https://shop.villman.com/collections/new-models?page=3,https://shop.villman.com/collections/new-models?page=3,16GB RAM,1TB SSD,Intel Core i7-13650HX,15.6inch | FHD | 165Hz,NVIDIA GeForce RTX 4060 8GB,,,Windows 11 Home,809,,
Laptop,Dell,"Dell XPS 13 9350 13.4"" Laptop [Customize to Order][Intel Core Ultra][Intel Arc]",105900.0,https://benstore.com.ph/34755-home_default/dell-xps-13-9350-134-laptop-customize-to-order-intel-core-ultra-intel-arc-.jpg,C:\Users\maher\OneDrive\Desktop\find_my_gadget\gadget_images\Laptop_Dell_Dell_XPS_13_9350_13_4_Laptop_Customize_to_Order_Intel_Core_Ultra_Intel_Arc_342e5205a4.jpg,Benstore Laptops,https://benstore.com.ph/327-laptops?page=6,https://benstore.com.ph/dell/6141-dell-xps-13-9350-134-laptop-customize-to-order-intel-core-ultra-intel-arc-.html,,,,,Intel Arc,,,,810,,
Laptop,Dell,"Dell 14 Premium 14.5"" Laptop [Customize to Order][Intel Core Ultra][RTX 40 Series GPUs]",109900.0,https://benstore.com.ph/38234-home_default/dell-14-premium-145-laptop-customize-to-order-intel-core-ultra-rtx-40-series-gpus-.jpg,C:\Users\maher\OneDrive\Desktop\find_my_gadget\gadget_images\Laptop_Dell_Dell_14_Premium_14_5_Laptop_Customize_to_Order_Intel_Core_Ultra_RTX_40_Series_GP_4692f2fe37.jpg,Benstore Laptops,https://benstore.com.ph/327-laptops?page=4,https://benstore.com.ph/327-laptops?page=4,,,,,RTX 40 Series GPUs,,,,811,,
Laptop,Dell,Dell Gaming G15 5530 (Dark Shadow Gray) 15.6inch FHD 165Hz | Intel Core i9-13900HX | 16GB RAM | 1TB SSD | NVIDIA GeForce RTX 4060 8GB | Windows 11 Home,109990.0,,,VillMan Shop New Models,https://shop.villman.com/collections/new-models?page=2,https://shop.villman.com/collections/new-models?page=2,16GB RAM,1TB SSD,Intel Core i9-13900HX,15.6inch | FHD | 165Hz,NVIDIA GeForce RTX 4060 8GB,,,Windows 11 Home,812,,
Laptop,Dell,Dell Gaming G15 5530 (Dark Shadow Gray) 15.6inch FHD 165Hz | Intel Core i7-13650HX | 16GB RAM | 1TB SSD | NVIDIA GeForce RTX 4060 8GB | Windows 11 Home,109990.0,,,VillMan Shop New Models,https://shop.villman.com/collections/new-models?page=3,https://shop.villman.com/collections/new-models?page=3,16GB RAM,1TB SSD,Intel Core i7-13650HX,15.6inch | FHD | 165Hz,NVIDIA GeForce RTX 4060 8GB,,,Windows 11 Home,813,,
Laptop,Dell,Dell Gaming G15 5530 (Dark Shadow Gray) 15.6inch FHD 165Hz | Intel Core i9-13900HX | 16GB RAM | 1TB SSD | NVIDIA GeForce RTX 4060 8GB | Windows 11 Home,118490.0,,,VillMan Shop New Models,https://shop.villman.com/collections/new-models?page=2,https://shop.villman.com/collections/new-models?page=2,16GB RAM,1TB SSD,Intel Core i9-13900HX,15.6inch | FHD | 165Hz,NVIDIA GeForce RTX 4060 8GB,,,Windows 11 Home,814,,
Laptop,Dell,Dell XPS 16 9640 (Platinum) 16.3inch FHD | Intel Core Ultra 7 155H | 16GB RAM | 512GB SSD | Intel Arc Graphics | WIN11,137990.0,,,VillMan Shop New Models,https://shop.villman.com/collections/new-models?page=2,https://shop.villman.com/collections/new-models?page=2,16GB RAM,512GB SSD,Intel Core Ultra 7 155H,16.3inch | FHD,Intel Arc Graphics,,,WIN11,815,,
Laptop,Dell,Dell XPS 16 9640 (Platinum) 16.3inch FHD | Intel Core Ultra 7 155H | 16GB RAM | 512GB SSD | Intel Arc Graphics | WIN11,144990.0,,,VillMan Shop New Models,https://shop.villman.com/collections/new-models?page=2,https://shop.villman.com/collections/new-models?page=2,16GB RAM,512GB SSD,Intel Core Ultra 7 155H,16.3inch | FHD,Intel Arc Graphics,,,WIN11,816,,
Laptop,Dell,"Dell 16 Premium 16.3"" Laptop [Customize to Order][Intel Core Ultra][Intel Arc]",149900.0,https://benstore.com.ph/38214-home_default/dell-16-premium-163-laptop-customize-to-order-intel-core-ultra-intel-arc-.jpg,C:\Users\maher\OneDrive\Desktop\find_my_gadget\gadget_images\Laptop_Dell_Dell_16_Premium_16_3_Laptop_Customize_to_Order_Intel_Core_Ultra_Intel_Arc_1f49f09c3d.jpg,Benstore Laptops,https://benstore.com.ph/327-laptops?page=4,https://benstore.com.ph/327-laptops?page=4,,,,,Intel Arc,,,,817,,
Laptop,Dell,DELL Alienware 16 Aurora (AC16250-C9270H-32) GeForce RTX™ 5070 Intel® Core™ 9 Laptop (Black),159990.0,,,PC Express Laptops,https://pcx.com.ph/collections/laptops,https://pcx.com.ph/collections/laptops,,,,,,,,,818,,
Laptop,Discover,Discover The Perfect Device For You At Gigahertz,5000.0,https://www.gigahertz.com.ph/cdn/shop/files/2026-04-27_LenovoLegion515IRX983JJ0011PH.jpg?v=1777956213&width=1600,C:\Users\maher\OneDrive\Desktop\find_my_gadget\gadget_images\Laptop_Discover_Discover_The_Perfect_Device_For_You_At_Gigahertz_7cff29a005.jpg,GigaHertz All Laptops,https://www.gigahertz.com.ph/collections/all-laptops,https://www.gigahertz.com.ph/products/lenovo-legion-5-15irx9-83jj0011ph-15-6-ips-i7-13650hx,24GB RAM,1TB SSD,Intel Core Ultra 7,00 In | OLED | IPS | FHD | WUXGA | WQXGA,GeForce RTX 4060,,,WIN 11,819,,
Laptop,Discover,Discover The Perfect Device For You At Gigahertz,6000.0,https://www.gigahertz.com.ph/cdn/shop/files/2026-04-27_AcerNitroANV15-52-572T.jpg?v=1777947611&width=1600,C:\Users\maher\OneDrive\Desktop\find_my_gadget\gadget_images\Laptop_Discover_Discover_The_Perfect_Device_For_You_At_Gigahertz_f17b39837b.jpg,GigaHertz All Laptops,https://www.gigahertz.com.ph/collections/all-laptops?page=5,https://www.gigahertz.com.ph/products/acer-nitro-anv15-52-572t-15-6-ips-intel-core-i5-13420h-nvidia-geforce-rtx-5050-16gb-ram-512gb-ssd-win-11-home,16GB RAM,1TB SSD,Intel Core Ultra 9,00 In | OLED | IPS | FHD | WUXGA | WQXGA,NVIDIA GeForce RTX 5050,,,Windows 11 Home,820,,
Laptop,Gigabyte,"GIGABYTE AERO X16 16"" Gaming Laptop [165Hz][RYZEN Al 7 350][RTX 5070 8GB][32GB DDR5][1TB SSD][Space Gray]",15000.0,https://benstore.com.ph/38159-home_default/gigabyte-aero-x16-16-gaming-laptop-165hz-ryzen-al-7-350-rtx-5070-8gb-32gb-ddr5-1tb-ssd-space-gray-.jpg,C:\Users\maher\OneDrive\Desktop\find_my_gadget\gadget_images\Laptop_Gigabyte_GIGABYTE_AERO_X16_16_Gaming_Laptop_165Hz_RYZEN_Al_7_350_RTX_5070_8GB_32GB_DDR5_1_91854ca0b8.jpg,Benstore Laptops,https://benstore.com.ph/327-laptops?page=4,https://benstore.com.ph/aorus-gigabyte/6532-gigabyte-aero-x16-16-gaming-laptop-165hz-ryzen-al-7-350-rtx-5070-8gb-32gb-ddr5-1tb-ssd-space-gray-.html,8GB,1TB SSD,,165Hz,RTX 5070 8GB,,,,821,,
Laptop,Gigabyte,"GIGABYTE AERO X16 16"" Gaming Laptop [165Hz][RYZEN Al 7 350][RTX 5060 8GB][32GB DDR5][1TB SSD][Space Gray]",20000.0,https://benstore.com.ph/38226-home_default/gigabyte-aero-x16-16-gaming-laptop-165hz-ryzen-al-7-350-rtx-5060-8gb-32gb-ddr5-1tb-ssd-space-gray-.jpg,C:\Users\maher\OneDrive\Desktop\find_my_gadget\gadget_images\Laptop_Gigabyte_GIGABYTE_AERO_X16_16_Gaming_Laptop_165Hz_RYZEN_Al_7_350_RTX_5060_8GB_32GB_DDR5_1_54157718db.jpg,Benstore Laptops,https://benstore.com.ph/327-laptops?page=4,https://benstore.com.ph/aorus-gigabyte/6545-gigabyte-aero-x16-16-gaming-laptop-165hz-ryzen-al-7-350-rtx-5060-8gb-32gb-ddr5-1tb-ssd-space-gray-.html,8GB,1TB SSD,,165Hz,RTX 5060 8GB,,,,822,,
Laptop,Gigabyte,GIGABYTE GAMING A16 (CMHH2PH893SH) GeForce RTX™ 4050 Intel® Core™ i5 Laptop (Black),59995.0,,,PC Express Laptops,https://pcx.com.ph/collections/laptops,https://pcx.com.ph/collections/laptops,,,,,,,,,823,,
Laptop,Gigabyte,GIGABYTE Gaming A16 (CMHI2PH893SH) GeForce RTX™ 4050 Intel® Core™ 7 Laptop (Black),63995.0,,,PC Express Laptops,https://pcx.com.ph/collections/laptops,https://pcx.com.ph/collections/laptops,,,,,,,,,824,,
